combination,silhouette,calinski_harabasz,davies_bouldin,rank
pca_hdbscan,0.23706058,4.0176744,4.900350225035454,1
tsne_kmeans,-0.18176413,3.109804,2.8181035502092406,2
pca_kmeans,-0.023641558,2.4294524,3.6705543730651113,3
tsne_hdbscan,-0.32533664,3.4770079,2.5019852467760684,4
umap_hdbscan,0.011629386,0.36721545,7.6547788988204655,5
umap_kmeans,-0.21791941,0.8079691,10.43662873898292,6
